l,0.300366149090854
l,0.002107671302772819
l,0.00020311381841933425
l,0.0021260783863137726
l,0.002593298882095958
l,0.0990677898641091
l,0.27621547895556486
l,0.000583051042047808
l,0.05716521327920957
l,0.007335819096789795
l,0.0009736754284041957
l,0.0012954879264715524
l,0.003088585565495967
l,0.003095592743409944
l,0.00018126038213195058
l,9.24635987329263e-05
l,0.0002255868396676579
l,0.00023583315148840913
l,0.0004986049272482223
l,0.001090213959850692
l,0.00015165590779431338
l,0.00045242155005108676
l,0.002124246223815065
l,0.0004882926981272475
l,0.00048345767005814847
l,0.0007444677031142129
l,0.0006688591897002208
l,0.0006444950927345073
l,0.0004509083027578678
l,0.0005146759531326931
l,0.0005375210349287115
l,0.000558118261046561
l,0.0005608340553343149
l,0.0003115771445103009
